titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
Clube da Luta,1900,[],,0,https://covers.openlibrary.org/b/id/13158133-L.jpg,"1: Você não fala sobre o clube da luta. 2: Você não fala sobre o clube da luta. 3: Quando alguém diz ""pare"" ou fica desacordado, mesmo que esteja fingindo, a luta acaba. 4: Apenas duas pessoas por luta. 5: Uma luta por vez. 6: Sem camisa e sem sapatos. 7: As lutas duram o quanto tiverem que durar. Considerado um clássico desde a sua publicação em 1996, Clube da luta é hoje reconhecido como um dos romances mais originais e provocativos de sua década. O humor negro de Chuck Palahniuk narra a história de um jovem funcionário que descobre que sua frustração e ira não podem ser acalmadas com o consumo desenfreado que a mídia oferece. Ele encontra alívio e redenção após horas de luta em pequenos clubes escondidos nos porões de bares da cidade. O clube da luta é idealizado por Tyler Durden, que acredita ter encontrado uma maneira de viver fora dos limites da sociedade e de suas regras sem sentido. Mas o que está por vir de sua mente pode piorar muito daqui para a frente.","{'autor': 'Jonathan C. Young', 'isbn': '9788580444490', 'editora': 'Leya'}"
"Verdade de Cada Um, A",2001,[],,0,,"Diante de certos fatos, a pretexto de fazer justiça, invadimos a intimidade dos outros imaginando como as coisas teriam sido. Nessa fantasia criamos ligações com pessoas, atraímos problemas desnecessários, colocamos em risco nosso bem-estar. Poréma magia da vida, ignorando nossos desacertos, vai aos poucos revelando aspectos daqueles fatos, muito diferentes do que havíamos imaginado, fazendo-nos perceber a precariedade do nosso julgamento, ensinando-nos a não invadir os outros e a respeitar ""A Verdade de Cada Um"".","{'autor': 'Zibia Gasparetto', 'isbn': '8585872322', 'editora': 'Vida e Consciência'}"
Eu Sei Que Vou Te Amar,,[],,0,,"Eu Sei Que Vou te Amar, conta a história de um casal recém-separado após seis anos de casamento, que marca um reencontro depois de três meses sem se ver. O cenário é o novo apartamento dele. A ansiedade e o estranhamento inicial manifestados em gestos contidos e frases pensadas, vão aos poucos dando lugar a um turbilhão de emoções e palavras com alto poder destrutivo, mas renovador. Em busca de uma resposta para o que sente, o homem e a mulher extravasam ressentimentos, ofensas, mágoas, enumeram dores e traições até chegarem a um estado de delírio que os coloca na beira do abismo muitas vezes existente entre a palavra dita e o desejo real. Ali, onde não são possíveis formulações racionais, onde a palavra é impotente diante do indizível.","{'autor': 'Desconhecido', 'isbn': '9788573028102', 'editora': 'Desconhecida'}"
Quando o Passado Não Passa,2006,[],,0,,"O livro conta a história de Rosa Maria, uma portuguesa que encontra o destino no Brasil, e de sua eterna amiga, Maria Luísa, moça muito rica, que se apaixonou por Tobias, um negro escravo. Os dois tiveram que lutar contra o preconceito e o poder e contaram, para isso, não só com ajuda espiritual, mas também com o auxílio de dois negros velhos, sempre ao lado deles. É uma história repleta de suspense e emoção. A dor e o sofrimento fazem parte da vida dos personagens que no final, entendem que o bem mais precioso é a amizade e a lealdade, e que apesar de tudo, viver sempre vale a pena. Afinal, tudo pode acontecer, ""Quando o Passado não Passa"".","{'autor': 'Desconhecido', 'isbn': '8599355031', 'editora': 'Mesagem de Luz'}"
Celular,2007,"['computer worms', 'hive minds', 'zombies', 'horror fiction', 'cell phones']",,0,https://covers.openlibrary.org/b/id/8216954-L.jpg,"Onde você estava no dia 1º de outubro? O protagonista desta história, Clay Riddell, estava em Boston, quando o inferno surgiu diante de seus olhos. Bastou um toque de celular para que tudo se transformasse em carnificina. Stephen King – que já nos assustou com gatos, cachorros, palhaços, vampiros, lobisomens, alienígenas e fantasmas, entre outros personagens malévolos – elegeu os zumbis como responsáveis pelo caos desta vez. Depois de anos de tentativas frustradas, o artista gráfico Clay Riddell finalmente consegue vender um de seus livros de histórias em quadrinhos. Para comemorar, decide tomar um sorvete. Mas, antes de poder saboreá-lo, as pessoas ao seu redor, que por acaso falavam ao celular naquele momento, enlouquecem. Fora de si, começam a atacar e matar quem passa pela frente. Carros e caminhões colidem e avançam pelas calçadas em alta velocidade, destruindo tudo. Aviões batem nos prédios. Ouvem-se tiros e explosões vindos de todas as partes. Neste cenário de horror, Clay usa seu pesado portfolio para defender um homem prestes a ser abatido, Tom McCourt, e eles se tornam amigos. Juntos, eles resgatam Alice Maxwell, uma menina de 15 anos que sobreviveu a um ataque da própria mãe. Os três sortudos — entre outros poucos que estavam sem celular naquele dia — tentam se proteger ao mesmo tempo em que buscam desesperadamente o filho de Clay. Assim, em ritmo alucinante, se desenrola esta história. O desafio é sobreviver num mundo virado às avessas. Será possível?","{'autor': 'Stephen King', 'isbn': '9788573028621', 'editora': 'Objetiva'}"
"Amor Impossível, Possível Amor",1997,[],,0,,"Fernanda tinha certeza que morreria de dor depois que seu namorado secreto se mudou para o interior. Restaram pequenas lembranças e dispersas impressões. Ao tentar decifrar um enigma matemático - ""Tenho o dobro da idade que tu tinhas quando eu tinha a idade que tu tens. Quando tu tiveres a minha idade, ambos teremos noventa anos. Que idade eu tinha quando tu nasceste?"" -, Fernanda estava, sem saber, mudando o rumo de sua vida. O que são as diferenças numéricas diante da intensidade dos sentimentos?","{'autor': 'Desconhecido', 'isbn': '8532233171', 'editora': 'FTD'}"
"Amor Impossível, Possível Amor - Série Paixão sem Fim",,[],,0,https://covers.openlibrary.org/b/id/13158141-L.jpg,"Fernanda tinha certeza que morreria de dor depois que seu namorado secreto se mudou para o interior. Restaram pequenas lembranças e dispersas impressões. Ao tentar decifrar um enigma matemático - ""Tenho o dobro da idade que tu tinhas quando eu tinha a idade que tu tens. Quando tu tiveres a minha idade, ambos teremos noventa anos. Que idade eu tinha quando tu nasceste?"" -, Fernanda estava, sem saber, mudando o rumo de sua vida. O que são as diferenças numéricas diante da intensidade dos sentimentos?","{'autor': 'Desconhecido', 'isbn': '9788516081744', 'editora': 'MODERNA RJ'}"
Copos Que Andam,2003,[],,0,,"Antônio Carlos, neste romance, busca nos alertar por meio de seus personagens, extraídos da vida real, para o grande risco e perigo em que incorrem todos aqueles que, por intermédio de objetos tais como copos, pêndulos etc., acabam atraindo para si a atenção de espíritos inferiores, ignorantes e maus, a tal ponto de serem perseguidos e obsediados por eles, uma vez que seus fluidos são pesados e negativos. Bons espíritos jamais se prestam a tais brincadeiras ou invocações. Um tema fascinante, um alerta aos incautos, uma leitura obrigatória de conteúdo útil e verdadeiro. Um livro que todos devem ler e divulgar.","{'autor': 'Desconhecido', 'isbn': '8572530185', 'editora': 'Petit'}"
"Jardineiro Fiel, O",2002,[],,0,https://covers.openlibrary.org/b/id/13210467-L.jpg,"O Jardineiro Fiel é considerado pela crítica especializada um dos melhores romances de John Le Carré, autor de sucessos como O Espião que Saiu do Frio, O Alfaiate do Panamá e A Casa da Rússia. O livro conta a história de Justin Quayle, um diplomata inglês e jardineiro amador nas horas vagas. Justin e sua mulher, Tessa, vivem na África. A esposa do diplomata parece ser o seu oposto. Conhecida como a Princesa Diana dos pobres africanos, Tessa é uma raridade: uma advogada que acredita na justiça. Durante uma missão misteriosa, a jovem inglesa é assassinada brutalmente perto do Lago Trukuna, no norte do Quênia. Seu companheiro de viagem, um médico que trabalha junto a ONGs internacionais desaparece da cena do crime sem deixar vestígios. Com isso, Justin parte em uma odisséia pessoal na busca dos responsáveis pelo assassinato e da verdadeira história de sua própria esposa. O Jardineiro Fiel não é apenas a história de como a ambição e a ganância de certos homens dominam o mundo. É também uma história de amor: enquanto observamos Justin Quayle assumindo para si a causa que era de sua mulher, percebemos que a esperança sempre existirá e que o amor, realmente, remove montanhas.","{'autor': 'John le Carré', 'isbn': '9788501062505', 'editora': 'Record'}"
Pântano de Sangue,2003,[],,0,https://covers.openlibrary.org/b/id/10918388-L.jpg,"Miguel, Crânio, Calú, Chumbinho e Magrí - os cinco adolescentes que formam o grupo dos ""Karas"" - enfrentam problemas éticos e tomam consciência e partido em questões sociais. Suas aventuras já se consagraram no gosto do adolescente brasileiro, alimentando suas emoções justamente no momento em que o jovem está entrando na fase do domínio do pensamento reflexivo e do idealismo. A turma dos Karas luta contra o crime organizado que está agindo no Pantanal de Mato Grosso sob liderança do implacável Ente. Em um enredo fascinante, repleto de suspense do começo ao fim, os Karas envolvem-se na trama criminosa que leva à dramática destruição dos jacarés, dos índios e da natureza.","{'autor': 'Pedro Bandeira', 'isbn': '8516035212', 'editora': 'MODERNA'}"
Novamente Juntos,2002,[],,0,,"Ana e Gustavo se conhecem no restaurante em que ela trabalha e, imediatamente, ele se apaixona e decide convidá-la para morar em sua chácara, iniciando assim uma nova fase na vida de ambos. Mas, às vezes, a vida prepara surpresas, e eis que surge do passado Gilberto, ex-companheiro de Ana, já falecido, que vem perturbá-los e impedi-los de serem felizes. Um romance que fala de encontros e desencontros, da afinidade e do afeto ressurgidos entre duas criaturas que se reencontram para viver sua história de amor, agora ainda mais bela e intensa","{'autor': 'Desconhecido', 'isbn': '8572530592', 'editora': 'Petit'}"
"Pianista, O",2003,[],,0,https://covers.openlibrary.org/b/id/5278268-L.jpg,"Neste livro, jovem e talentoso pianista, recupera suas memórias e as de seus parentes no Gueto de Varsóvia, durante a Segunda Guerra. O autor narra a deportação e morte de toda a sua família, construindo um documento emocionante sobre o Holocausto. Roman Polanski se inspirou no livro para digirir o filme homônimo, vencedor do festival de Cannes.","{'autor': 'Desconhecido', 'isbn': '8501063509', 'editora': 'Record'}"
Anjo da Morte,2003,[],,0,,"O professor de teatro de Calú, o ator dos Karas, é assassinado pouco antes da estréia de sua nova peça. A única pista é um ameaçador folheto neonazista. Surge um novo caso para os Karas. O principal suspeito é um ex-oficial alemão, comandante de uma organização mundial que pretende somar o dinheiro e o poder dos criminosos com o tenebroso ideal. Grande aventura dos Karas, enfrentando os perigos de um grupo neonazista e um plano ardiloso de renascer Adolph Hitler através de seu bisneto.","{'autor': 'Desconhecido', 'isbn': '8516035190', 'editora': 'Moderna'}"
Manual do Bruxo,2003,[],,0,,"O ""Manual do Bruxo"" dá ao leitor curiosa chance de pesquisar qualquer coisa mágica que apareça nos primeiros quatro livros de Harry Potter. Poções e encantos, gigantes e dragões, caldeirões e bolas de cristal - todos têm histórias fascinantes com raízes em lendas, na literatura ou em fatos reais.","{'autor': 'Desconhecido', 'isbn': '8575420690', 'editora': 'Sextante'}"
Morri! E Agora?,2004,[],,0,,"Em plena madrugada, Nelson sente uma dor terrível. Ouve a esposa aflita chamar a ambulância. Mais tarde, acorda num quarto estranho, onde nota a ausência de equipamentos hospitalares... Zé Pedro, um modesto trabalhador do campo, é assassinado e abandonado na mata. Sem entender o que está acontecendo, assiste ao próprio enterro... Sônia, a enfermeira, é atropelada. No hospital, desesperada, recusa-se a aceitar a morte... Artista famosa e exibida, agora doente, evita os jornalistas. Solitária, sentindo a ausência do médico, descobre que não pertence mais ao mundo dos vivos. Chamando o filhinho desencarnado, sente o delicado contato de mãos infantis... Durante uma briga entre marginais, Janu perde a vida. Ainda revoltado com a morte, descobre que foi socorrido por um bando de espíritos perversos... A morte do corpo físico é inevitável. Para o leitor entender melhor essa realidade, o Espírito Antônio Carlos explica o depoimento de vários espíritos ? histórias verídicas que a vida escreveu...","{'autor': 'Desconhecido', 'isbn': '8572531149', 'editora': 'Petit'}"
Cativos e Libertos,2001,[],,0,,"Tudo se inicia quando Jorge, o personagem principal, retorna de Paris, onde passara cinco anos complementando seus estudos. Repleto de saudade dos familiares, ansiava por reencontrar a família e principalmente Laurinda, a jovem moça que lhe fora prometida em casamento. Além do diploma de Engenharia, Jorge trazia idéias abolicionistas divulgadas na Europa e sonhava em trabalhar pela libertação dos escravos no Brasil. Mas tristes acontecimentos o aguardavam em seu retorno: o pai havia falecido há algum tempo, Laurinda havia se casado e seu irmão foi assassinado no dia de sua chegada. Como a polícia nada fez para apurar qual o responsável pelo crime, o rapaz sentiu-se obrigado a permanecer na fazenda da família e iniciar as investigações por sua própria conta, abandonando seus sonhos e projetos. Uma história emocionante.","{'autor': 'Vera Lucia Marinzeck de Carvalho', 'isbn': '8572530177', 'editora': 'Petit'}"
